Date,Close
,TSLA
2024-06-03,176.2899932861328
2024-06-04,174.77000427246094
2024-06-05,175.0
2024-06-06,177.94000244140625
2024-06-07,177.47999572753906
2024-06-10,173.7899932861328
2024-06-11,170.66000366210938
2024-06-12,177.2899932861328
2024-06-13,182.47000122070312
2024-06-14,178.00999450683594
2024-06-17,187.44000244140625
2024-06-18,184.86000061035156
2024-06-20,181.57000732421875
2024-06-21,183.00999450683594
2024-06-24,182.5800018310547
2024-06-25,187.35000610351562
2024-06-26,196.3699951171875
2024-06-27,197.4199981689453
2024-06-28,197.8800048828125
2024-07-01,209.86000061035156
2024-07-02,231.25999450683594
2024-07-03,246.38999938964844
2024-07-05,251.52000427246094
2024-07-08,252.94000244140625
2024-07-09,262.3299865722656
2024-07-10,263.260009765625
2024-07-11,241.02999877929688
2024-07-12,248.22999572753906
2024-07-15,252.63999938964844
2024-07-16,256.55999755859375
2024-07-17,248.5
2024-07-18,249.22999572753906
2024-07-19,239.1999969482422
2024-07-22,251.50999450683594
2024-07-23,246.3800048828125
2024-07-24,215.99000549316406
2024-07-25,220.25
2024-07-26,219.8000030517578
2024-07-29,232.10000610351562
2024-07-30,222.6199951171875
2024-07-31,232.07000732421875
2024-08-01,216.86000061035156
2024-08-02,207.6699981689453
2024-08-05,198.8800048828125
2024-08-06,200.63999938964844
2024-08-07,191.75999450683594
2024-08-08,198.83999633789062
2024-08-09,200.0
2024-08-12,197.49000549316406
2024-08-13,207.8300018310547
2024-08-14,201.3800048828125
2024-08-15,214.13999938964844
2024-08-16,216.1199951171875
2024-08-19,222.72000122070312
2024-08-20,221.10000610351562
2024-08-21,223.27000427246094
2024-08-22,210.66000366210938
2024-08-23,220.32000732421875
2024-08-26,213.2100067138672
2024-08-27,209.2100067138672
2024-08-28,205.75
2024-08-29,206.27999877929688
2024-08-30,214.11000061035156
2024-09-03,210.60000610351562
2024-09-04,219.41000366210938
2024-09-05,230.1699981689453
2024-09-06,210.72999572753906
2024-09-09,216.27000427246094
2024-09-10,226.1699981689453
2024-09-11,228.1300048828125
2024-09-12,229.80999755859375
2024-09-13,230.2899932861328
2024-09-16,226.77999877929688
2024-09-17,227.8699951171875
2024-09-18,227.1999969482422
2024-09-19,243.9199981689453
2024-09-20,238.25
2024-09-23,250.0
2024-09-24,254.27000427246094
2024-09-25,257.0199890136719
2024-09-26,254.22000122070312
2024-09-27,260.4599914550781
2024-09-30,261.6300048828125
2024-10-01,258.0199890136719
2024-10-02,249.02000427246094
2024-10-03,240.66000366210938
2024-10-04,250.0800018310547
2024-10-07,240.8300018310547
2024-10-08,244.5
2024-10-09,241.0500030517578
2024-10-10,238.77000427246094
2024-10-11,217.8000030517578
2024-10-14,219.16000366210938
2024-10-15,219.57000732421875
2024-10-16,221.3300018310547
2024-10-17,220.88999938964844
2024-10-18,220.6999969482422
2024-10-21,218.85000610351562
2024-10-22,217.97000122070312
2024-10-23,213.64999389648438
2024-10-24,260.4800109863281
2024-10-25,269.19000244140625
2024-10-28,262.510009765625
2024-10-29,259.5199890136719
2024-10-30,257.54998779296875
2024-10-31,249.85000610351562
2024-11-01,248.97999572753906
2024-11-04,242.83999633789062
2024-11-05,251.44000244140625
2024-11-06,288.5299987792969
2024-11-07,296.9100036621094
2024-11-08,321.2200012207031
2024-11-11,350.0
2024-11-12,328.489990234375
2024-11-13,330.239990234375
2024-11-14,311.17999267578125
2024-11-15,320.7200012207031
2024-11-18,338.739990234375
2024-11-19,346.0
2024-11-20,342.0299987792969
2024-11-21,339.6400146484375
2024-11-22,352.55999755859375
2024-11-25,338.5899963378906
2024-11-26,338.2300109863281
2024-11-27,332.8900146484375
2024-11-29,345.1600036621094
2024-12-02,357.0899963378906
2024-12-03,351.4200134277344
2024-12-04,357.92999267578125
2024-12-05,369.489990234375
2024-12-06,389.2200012207031
2024-12-09,389.7900085449219
2024-12-10,400.989990234375
2024-12-11,424.7699890136719
2024-12-12,418.1000061035156
2024-12-13,436.2300109863281
2024-12-16,463.0199890136719
2024-12-17,479.8599853515625
2024-12-18,440.1300048828125
2024-12-19,436.1700134277344
2024-12-20,421.05999755859375
2024-12-23,430.6000061035156
2024-12-24,462.2799987792969
2024-12-26,454.1300048828125
2024-12-27,431.6600036621094
2024-12-30,417.4100036621094
2024-12-31,403.8399963378906
2025-01-02,379.2799987792969
2025-01-03,410.44000244140625
2025-01-06,411.04998779296875
2025-01-07,394.3599853515625
2025-01-08,394.94000244140625
2025-01-10,394.739990234375
2025-01-13,403.30999755859375
2025-01-14,396.3599853515625
2025-01-15,428.2200012207031
2025-01-16,413.82000732421875
2025-01-17,426.5
2025-01-21,424.07000732421875
2025-01-22,415.1099853515625
2025-01-23,412.3800048828125
2025-01-24,406.5799865722656
2025-01-27,397.1499938964844
2025-01-28,398.0899963378906
2025-01-29,389.1000061035156
2025-01-30,400.2799987792969
2025-01-31,404.6000061035156
2025-02-03,383.67999267578125
2025-02-04,392.2099914550781
2025-02-05,378.1700134277344
2025-02-06,374.32000732421875
2025-02-07,361.6199951171875
2025-02-10,350.7300109863281
2025-02-11,328.5
2025-02-12,336.510009765625
2025-02-13,355.94000244140625
2025-02-14,355.8399963378906
2025-02-18,354.1099853515625
2025-02-19,360.55999755859375
2025-02-20,354.3999938964844
2025-02-21,337.79998779296875
2025-02-24,330.5299987792969
2025-02-25,302.79998779296875
2025-02-26,290.79998779296875
2025-02-27,281.95001220703125
2025-02-28,292.9800109863281
2025-03-03,284.6499938964844
2025-03-04,272.0400085449219
2025-03-05,279.1000061035156
2025-03-06,263.45001220703125
2025-03-07,262.6700134277344
2025-03-10,222.14999389648438
2025-03-11,230.5800018310547
2025-03-12,248.08999633789062
2025-03-13,240.67999267578125
