Date,Close
,GOOG
2025-03-03,168.46807861328125
2025-03-04,172.41357421875
2025-03-05,174.79087829589844
2025-03-06,174.0117645263672
2025-03-07,175.5500030517578
2025-03-10,167.80999755859375
2025-03-11,165.97999572753906
2025-03-12,169.0
2025-03-13,164.72999572753906
2025-03-14,167.6199951171875
2025-03-17,166.57000732421875
2025-03-18,162.6699981689453
2025-03-19,166.27999877929688
2025-03-20,165.0500030517578
2025-03-21,166.25
2025-03-24,169.92999267578125
2025-03-25,172.7899932861328
2025-03-26,167.13999938964844
2025-03-27,164.0800018310547
2025-03-28,156.05999755859375
2025-03-31,156.22999572753906
2025-04-01,158.8800048828125
2025-04-02,158.86000061035156
2025-04-03,152.6300048828125
2025-04-04,147.74000549316406
2025-04-07,149.24000549316406
2025-04-08,146.5800018310547
2025-04-09,161.05999755859375
2025-04-10,155.3699951171875
2025-04-11,159.39999389648438
2025-04-14,161.47000122070312
2025-04-15,158.67999267578125
2025-04-16,155.5
2025-04-17,153.36000061035156
2025-04-21,149.86000061035156
2025-04-22,153.89999389648438
2025-04-23,157.72000122070312
2025-04-24,161.47000122070312
2025-04-25,163.85000610351562
2025-04-28,162.4199981689453
2025-04-29,162.05999755859375
2025-04-30,160.88999938964844
2025-05-01,162.7899932861328
2025-05-02,165.80999755859375
2025-05-05,166.0500030517578
2025-05-06,165.1999969482422
2025-05-07,152.8000030517578
2025-05-08,155.75
2025-05-09,154.3800048828125
2025-05-12,159.5800018310547
2025-05-13,160.88999938964844
2025-05-14,166.80999755859375
2025-05-15,165.39999389648438
2025-05-16,167.42999267578125
2025-05-19,167.8699951171875
2025-05-20,165.32000732421875
2025-05-21,170.05999755859375
2025-05-22,171.97999572753906
2025-05-23,169.58999633789062
2025-05-27,173.97999572753906
