Date,Close
,NVDA
2024-05-01,83.01371765136719
2024-05-02,85.78881072998047
2024-05-03,88.75983428955078
2024-05-06,92.10972595214844
2024-05-07,90.52425384521484
2024-05-08,90.3823013305664
2024-05-09,88.71784973144531
2024-05-10,89.84847259521484
2024-05-13,90.36930847167969
2024-05-14,91.32599639892578
2024-05-15,94.59890747070312
2024-05-16,94.3280029296875
2024-05-17,92.4486083984375
2024-05-20,94.74886322021484
2024-05-21,95.35466766357422
2024-05-22,94.91881561279297
2024-05-23,103.76490783691406
2024-05-24,106.43402862548828
2024-05-28,113.86358642578125
2024-05-29,114.78727722167969
2024-05-30,110.46369934082031
2024-05-31,109.59699249267578
2024-06-03,114.96222686767578
2024-06-04,116.39875793457031
2024-06-05,122.3997802734375
2024-06-06,120.958251953125
2024-06-07,120.84829711914062
2024-06-10,121.74999237060547
2024-06-11,120.88021087646484
2024-06-12,125.16914367675781
2024-06-13,129.57806396484375
2024-06-14,131.84751892089844
2024-06-17,130.94773864746094
2024-06-18,135.54660034179688
2024-06-20,130.74778747558594
2024-06-21,126.53881072998047
2024-06-24,118.08090209960938
2024-06-25,126.05892181396484
2024-06-26,126.36885833740234
2024-06-27,123.95944213867188
2024-06-28,123.50955963134766
2024-07-01,124.26937866210938
2024-07-02,122.6397705078125
2024-07-03,128.24839782714844
2024-07-05,125.79899597167969
2024-07-08,128.16839599609375
2024-07-09,131.34764099121094
2024-07-10,134.87677001953125
2024-07-11,127.36861419677734
2024-07-12,129.2081756591797
2024-07-15,128.40835571289062
2024-07-16,126.32886505126953
2024-07-17,117.96092987060547
2024-07-18,121.0601577758789
2024-07-19,117.90094757080078
2024-07-22,123.50955963134766
2024-07-23,122.5597915649414
2024-07-24,114.22184753417969
2024-07-25,112.25233459472656
2024-07-26,113.03213500976562
2024-07-29,111.5625
2024-07-30,103.7044448852539
2024-07-31,116.99115753173828
2024-08-01,109.18309783935547
2024-08-02,107.24356079101562
2024-08-05,100.42524719238281
2024-08-06,104.22431182861328
2024-08-07,98.88563537597656
2024-08-08,104.94413757324219
2024-08-09,104.72418975830078
2024-08-12,108.9931411743164
2024-08-13,116.11138153076172
2024-08-14,118.05091094970703
2024-08-15,122.8297348022461
2024-08-16,124.54930114746094
2024-08-19,129.9679718017578
2024-08-20,127.21864318847656
2024-08-21,128.46835327148438
2024-08-22,123.70951080322266
2024-08-23,129.33811950683594
2024-08-26,126.42884063720703
2024-08-27,128.26840209960938
2024-08-28,125.57905578613281
2024-08-29,117.56102752685547
2024-08-30,119.34059143066406
2024-09-03,107.973388671875
2024-09-04,106.18383026123047
2024-09-05,107.18358612060547
2024-09-06,102.8046646118164
2024-09-09,106.44377136230469
2024-09-10,108.0733642578125
2024-09-11,116.88119506835938
2024-09-12,119.12083435058594
2024-09-13,119.0808334350586
2024-09-16,116.7612075805664
2024-09-17,115.57140350341797
2024-09-18,113.35176086425781
2024-09-19,117.85104370117188
2024-09-20,115.98133850097656
2024-09-23,116.24130249023438
2024-09-24,120.85055541992188
2024-09-25,123.4901351928711
2024-09-26,124.02005004882812
2024-09-27,121.38047790527344
2024-09-30,121.42046356201172
2024-10-01,116.9811782836914
2024-10-02,118.83087921142578
2024-10-03,122.83023834228516
2024-10-04,124.89990234375
2024-10-07,127.69945526123047
2024-10-08,132.86862182617188
2024-10-09,132.62864685058594
2024-10-10,134.78829956054688
2024-10-11,134.7783203125
2024-10-14,138.0478057861328
2024-10-15,131.57884216308594
2024-10-16,135.6981658935547
2024-10-17,136.90797424316406
2024-10-18,137.97779846191406
2024-10-21,143.6868896484375
2024-10-22,143.56690979003906
2024-10-23,139.5375518798828
2024-10-24,140.38742065429688
2024-10-25,141.51722717285156
2024-10-28,140.49740600585938
2024-10-29,141.22727966308594
2024-10-30,139.3175811767578
2024-10-31,132.7386474609375
2024-11-01,135.3782196044922
2024-11-04,136.0281219482422
2024-11-05,139.8874969482422
2024-11-06,145.58657836914062
2024-11-07,148.85606384277344
2024-11-08,147.6062469482422
2024-11-11,145.2366180419922
2024-11-12,148.26612854003906
2024-11-13,146.24647521972656
2024-11-14,146.7363739013672
2024-11-15,141.9571533203125
2024-11-18,140.12744140625
2024-11-19,146.98634338378906
2024-11-20,145.8665313720703
2024-11-21,146.6464080810547
2024-11-22,141.92715454101562
2024-11-25,135.9981231689453
2024-11-26,136.89797973632812
2024-11-27,135.31822204589844
2024-11-29,138.22776794433594
2024-12-02,138.60769653320312
2024-12-03,140.23744201660156
2024-12-04,145.1166534423828
2024-12-05,145.04666137695312
2024-12-06,142.42689514160156
2024-12-09,138.79722595214844
2024-12-10,135.05758666992188
2024-12-11,139.29718017578125
2024-12-12,137.32736206054688
2024-12-13,134.23765563964844
2024-12-16,131.98785400390625
2024-12-17,130.3780059814453
2024-12-18,128.8981475830078
2024-12-19,130.66796875
2024-12-20,134.68760681152344
2024-12-23,139.6571502685547
2024-12-24,140.2071075439453
2024-12-26,139.91712951660156
2024-12-27,136.9973907470703
2024-12-30,137.47735595703125
2024-12-31,134.27764892578125
2025-01-02,138.29727172851562
2025-01-03,144.4567108154297
2025-01-06,149.41624450683594
2025-01-07,140.12710571289062
2025-01-08,140.0971221923828
2025-01-10,135.8975067138672
2025-01-13,133.21774291992188
2025-01-14,131.7478790283203
2025-01-15,136.22747802734375
2025-01-16,133.55772399902344
2025-01-17,137.6973419189453
2025-01-21,140.81704711914062
2025-01-22,147.05648803710938
2025-01-23,147.2064666748047
2025-01-24,142.60687255859375
2025-01-27,118.40910339355469
2025-01-28,128.9781494140625
2025-01-29,123.6886215209961
2025-01-30,124.63853454589844
2025-01-31,120.0589599609375
2025-02-03,116.64927673339844
2025-02-04,118.63909149169922
2025-02-05,124.81851959228516
2025-02-06,128.66815185546875
2025-02-07,129.8280487060547
2025-02-10,133.55772399902344
2025-02-11,132.7877960205078
2025-02-12,131.12794494628906
2025-02-13,135.27755737304688
2025-02-14,138.8372344970703
2025-02-18,139.38717651367188
2025-02-19,139.21719360351562
2025-02-20,140.0971221923828
2025-02-21,134.41763305664062
2025-02-24,130.2680206298828
2025-02-25,126.61835479736328
2025-02-26,131.26792907714844
2025-02-27,120.13895416259766
2025-02-28,124.90850830078125
2025-03-03,114.04950714111328
2025-03-04,115.97933197021484
2025-03-05,117.28921508789062
2025-03-06,110.55982971191406
2025-03-07,112.67964172363281
2025-03-10,106.97016143798828
2025-03-11,108.75
2025-03-12,115.73999786376953
2025-03-13,115.58000183105469
